,text,tag,paragraph,article,num_words,num_sentences
5198,"In response to their obsessive thoughts, a person with responsibility OCD will engage in compulsive actions to alleviate their anxiety or prevent a feared outcome from happening. Here are some examples of what that might look like:",p,Examples of Responsibility OCD Compulsions,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,37,2
5199,ERP Therapy for Responsibility OCD,h2,ERP Therapy for Responsibility OCD,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,5,1
5200,"The best course of treatment for responsibility OCD, like all subtypes of OCD, is exposure and response prevention therapy. ERP is considered the gold standard for OCD treatment; 80% of people with OCD experience positive results from treatment. The majority of patients see results within 12 to 20 sessions. ",p,ERP Therapy for Responsibility OCD,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,49,4
5201,"As part of ERP therapy, you’ll track your obsessions and compulsions and make a list of possible ways to face your fears. You’ll work with your therapist to slowly put yourself into situations that bring on your obsessions and the accompanying anxiety or discomfort while also working with you to prevent giving into compulsions. ERP exercises will be mindfully created so that you’re gradually building toward your goal rather than moving too quickly and getting overwhelmed. ",p,ERP Therapy for Responsibility OCD,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,76,4
5202,"The idea behind ERP therapy is that exposure to these thoughts and the discomfort while resisting compulsions is the most effective way to treat OCD. This is because while we can’t totally control our thoughts, we can control our behaviors. When you continually submit to the urge to do compulsions, it only strengthens your perceived need to engage in them.",p,ERP Therapy for Responsibility OCD,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,60,4
5203,"On the other hand, when you prevent yourself from engaging in compulsions, you teach yourself a new way to respond and will very likely experience a noticeable reduction in your anxiety as you provide yourself with opportunities to change your learning and practice living with uncertainty and discomfort, just as people without OCD do every day..",p,ERP Therapy for Responsibility OCD,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,56,3
5204,Examples of Responsibility OCD Exposures,h2,Examples of Responsibility OCD Exposures,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,5,1
5205,"If you’ve ever tried not worrying about something, you know how difficult it is to control thoughts of concern. ERP therapy takes the opposite approach: Instead of trying to make yourself stop your obsessive thoughts, you practice welcoming and accepting them.  ",p,Examples of Responsibility OCD Exposures,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,41,3
5206,"Let’s say that every night, you can’t stop seeing mental images of you and your family’s home going up in flames or being invaded by armed robbers. These scenes are vivid and horrific. As a way of coping, you start checking all the locks on doors and windows and making sure the stove/oven isn’t on. Then you recheck. And you recheck. Suddenly you’re spending an hour in this nighttime ritual.",p,Examples of Responsibility OCD Exposures,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,70,7
5207,"An ERP therapist may ask you to welcome the intrusive images without trying to make them go away or do any compulsions in response to them. You might think, “Welcome them? No way! That’s terrible. I just want these images to stop and for my family to be safe.” But instead of trying to suppress them, your therapist may ask you to put your full attention on them, again, without resorting to compulsions. ",p,Examples of Responsibility OCD Exposures,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,73,5
5208,"This teaches your brain a new response to your obsessions and the anxiety they bring. And it shows you that OCD doesn’t have to control your life and keep you from living the way you would like. Eventually, you will begin to distinguish yourself from your OCD, and it will be easier to let intrusive thoughts and images come and go without engaging in compulsions.",p,Examples of Responsibility OCD Exposures,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,65,4
5209,"As part of ERP treatment, you will be asked to gradually give up your checking routines at a gradual pace. For example, you might be asked to do just one less check per night to start challenging the OCD. As time passes, you’ll take on fewer and fewer checks until you are able to get through the evening with no checks at all. ",p,Examples of Responsibility OCD Exposures,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,63,4
5210,"Once you become more familiar with intrusive thoughts and images and allow them to exist without responding via compulsions, they typically begin to feel less alarming. By confronting these thoughts without compulsions, you start to learn that your feared outcomes won’t occur, that you can manage the outcome if it does occur, and that you can tolerate the anxiety or distress that arises when you have intrusive thoughts. In some cases, people find that their anxiety subsides to the point where they no longer experience intense fears related to their thoughts.",p,Examples of Responsibility OCD Exposures,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,91,4
5211,How To Get Help for Responsibility OCD,h2,How To Get Help for Responsibility OCD,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,7,1
5212,The symptoms of responsibility OCD can often be considered generous or altruistic (even by mental health professionals) because the people experiencing them are constantly going out of their way for others. ,p,How To Get Help for Responsibility OCD,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,31,2
5213,While someone with this OCD subtype may appear excessively kind—and while they are genuinely trying to do good in the world—they are motivated by a sense of guilt and fear of being responsible for harming another person. That fear contributes to anxiety and suffering.,p,How To Get Help for Responsibility OCD,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,44,3
